column_0,column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10,column_11,column_13,column_14,column_15,column_16,column_17,column_18,column_19,column_20,column_21,column_22,column_23,column_25,column_26,column_27,column_28,column_29
641,2022-09-02,9,Western medicine,Zhengzhou Meifang Road Community Network,Si Mo Tang Oral Liquid,10ml*10 vials,Box,120.0,20.05,2406.0,"Hunan Hansen Pharmaceutical Co., Ltd.",Negotiation Table,10100135.0,2019.12.25,Zhang Ming,13137367037.0,Responsible for the community,Si Mo Tang Oral Liquid,10ml*10 vials,Hunan Hansen,"China Resources, National Control, Guohua",20.17,nan,"Community, monthly return, cash, 1 yuan per box, starting from November",,899.0,nan
642,2022-09-02,9,Western medicine,Zhengzhou Meifang Road Community Network,Carbocisteine Oral Solution,10ml:0.5g*10 vials,Box,80.0,17.47,1397.6,"Guangdong Zhongsheng Pharmaceutical Co., Ltd.",Negotiation Table,10200489.0,2019.07.08,Li Kunlun,15225110649.0,Zhang Ji: 15938797039,Carbocisteine Oral Solution,10ml:0.5g*10 vials,Guangdong Zhongsheng,Guokong,22.8,243 boxes/month,"A rebate of 12% per box based on the listed price will be returned in cash, primarily based on distribution channels.",0.12,902.0,nan
643,2022-09-02,9,Western medicine,Zhengzhou Meifang Road Community Network,Carbocisteine Oral Solution,10ml:0.5g*10 vials,Box,100.0,17.47,1747.0,"Guangdong Zhongsheng Pharmaceutical Co., Ltd.",Negotiation Table,10200489.0,2019.07.08,Li Kunlun,15225110649.0,Zhang Ji: 15938797039,Carbocisteine Oral Solution,10ml:0.5g*10 vials,Guangdong Zhongsheng,Guokong,22.8,243 boxes/month,"A rebate of 12% per box based on the listed price will be returned in cash, primarily based on distribution channels.",0.12,902.0,nan
644,2022-09-02,9,Western medicine,Zhengzhou Meifang Road Community Network,Yiqi Hawei Capsules,0.5g*12 tablets*3 strips,Box,100.0,45.11,4511.0,"Hefei Liff Pharmaceutical Co., Ltd.",Negotiation Table,10200489.0,2019.07.08,Liu Jia,18838085722.0,nan,Yiqi Hawei Capsules,0.5g¡Á36S,Hefei Lubei,China Resources,45.11,10 boxes/month,"Cash quarterly return, 5 yuan per box",,1244.0,nan
645,2022-09-02,9,Western medicine,Zhengzhou Meifang Road Community Network,Yin Dan Xinnao Tong Soft Capsules,0.4g*12粒*3板,Box,100.0,29.75,2975.0,"Guizhou Baibing Enterprise Group Pharmaceutical Co., Ltd.",Negotiation Table,10100091.0,2019.06.10,Liu Jia,18838085722.0,18838085722,Yin Dan Xinnao Tong Soft Capsules,0.4g¡Á36S,Guizhou Bailing,China Resources,29.8,490 boxes/month,"Cash quarterly return, 4 yuan per box",,1249.0,nan
646,2022-09-02,9,Western medicine,Zhengzhou Linzhanshan Community Network,Bailing Capsules,0.5g*14粒*3板,Box,80.0,43.26,3460.8,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",Negotiation Table,10100100.0,2019.09.10,Liu Fangmin,13526721006.0,nan,Bailing Capsules,0.5g*42 pcs,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.","China Resources, National Control",65.05,nan,"Quarter, this policy of 3 yuan will be implemented starting from August 1st.",,72.0,nan
647,2022-09-02,9,Western medicine,Zhengzhou Linzhanshan Community Network,Danhong Injection,10ml,piece,360.0,16.92,6091.2,"Shandong Danhong Pharmaceutical Co., Ltd.",Negotiation Table,10100100.0,2020.10.23,Wang Mingzhi,18538310756.0,nan,Danhong Injection,10ml*10 vials,Shandong Danhong,"China Resources, Hengyuan",38.7,"The price was reduced to 17.32 yuan in March 2021, and the rebate is still collected at 17.6%.",0.176,0.176,171.0,"Starting from January 2022, return 30%."
648,2022-09-02,9,Western medicine,Zhengzhou Linzhanshan Community Network,Polysaccharide Iron Complex Capsules,0.15g*10 tablets*1 strip,Box,20.0,28.56,571.2,"Shanghai Pharmaceutical Group Qingdao Guofeng Pharmaceutical Co., Ltd.",Negotiation Table,10200207.0,2019.07.02,Zhao Pei,18737109559.0,Re-sign rebate 5 yuan,Polysaccharide Iron Complex Capsules,0.15g*10s,"Shanghai Pharmaceutical Group Qingdao Guofeng Pharmaceutical Co., Ltd.",China Resources,28.56,1174 boxes/month,"A return of 5 yuan per box, cash monthly return",,226.0,nan
649,2022-09-02,9,Western medicine,Zhengzhou Linzhanshan Community Network,Red Nucleus Women's Cleansing Solution,150ml*1 bottle (with a set of irrigation equipment),Box,24.0,27.14,651.36,"Shandong Buliang Shenzhou Pharmaceutical Co., Ltd.",Negotiation Table,10100385.0,2020.10.23,Ning Xuejiao,18837106320.0,Manager Liu Yajing 131 4008 5296,Red Nucleus Women's Cleansing Solution,150ml,Shandong Buliang Shenzhou Pharmaceutical,"China Resources, Hengyuan",27.14,nan,0.1,0.1,408.0,nan
650,2022-09-02,9,Western medicine,Zhengzhou Linzhanshan Community Network,Ferrous Succinate Sustained-Release Tablets,0.2g*12 tablets*2 strips,Box,50.0,52.32,2616.0,"Jinling Pharmaceutical Co., Ltd. Nanjing Jinling Pharmaceutical Factory",Negotiation Table,10100385.0,2019.07.08,Ren Longfei,15738369958.0,nan,Ferrous Succinate Sustained-Release Tablets,0.2g*24 tablets,Nanjing Jinling,Guokong,56.84,188 boxes/month,"National distribution with invoice discount, 15% of the supply price will be returned within 100 days after the sale. The rebate methods include bills, acceptance or cash to the hospital. 1. At least one department meeting per month, 2. Three out-of-province meetings per year, 3. Academic exchange within the hospital.",0.15,416.0,nan
651,2022-09-02,9,Western medicine,Zhengzhou Linzhanshan Community Network,Kangfuyan Capsules,0.4g (herb slice 3.144g) * 24 pieces * 2 strips,Box,40.0,28.0,1120.0,"Shandong Buliang Shenzhou Pharmaceutical Co., Ltd.",Negotiation Table,10100385.0,2020.10.23,Ning Xuejiao,18837106320.0,Manager Liu Yajing 131 4008 5296,Kangfuyan Capsules,48s,Shandong Buliang Shenzhou Pharmaceutical,"China Resources, Hengyuan",28.59,nan,0.1,0.1,517.0,nan
652,2022-09-02,9,Western medicine,Zhengzhou Linzhanshan Community Network,Kangfuyan Capsules,0.4g (herb slice 3.144g) * 24 pieces * 2 strips,Box,10.0,28.0,280.0,"Shandong Buliang Shenzhou Pharmaceutical Co., Ltd.",Negotiation Table,10100385.0,2020.10.23,Ning Xuejiao,18837106320.0,Manager Liu Yajing 131 4008 5296,Kangfuyan Capsules,48s,Shandong Buliang Shenzhou Pharmaceutical,"China Resources, Hengyuan",28.59,nan,0.1,0.1,517.0,nan
653,2022-09-02,9,Western medicine,Zhengzhou Linzhanshan Community Network,Brain-Heart Communication Capsules,0.4g*12 tablets*4 strips,Box,300.0,29.25,8775.0,"Shaanxi Boliang Pharmaceutical Co., Ltd.",Negotiation Table,10100385.0,2020.10.23,Gao Baoxia,13838262397.0,nan,Brain-Heart Communication Capsules,0.4g x 48 tablets,Shaanxi Boliang,"China Resources, Hengyuan",29.25,nan,0.117,0.117,701.0,nan
654,2022-09-02,9,Western medicine,Zhengzhou Linzhanshan Community Network,Sheduning Injection,10ml*6 vials,Box,20.0,201.6,4032.0,"Jiangsu Kangyuan Pharmaceutical Co., Ltd.",Negotiation Table,10100385.0,2019.06.10,He Jiahuan,18036636012.0,nan,Sheduning Injection,10ml*6 vials,Jiangsu Kangyuan Pharmaceutical,"State Control, CRHC",33.6,1380 pcs/month,"3.5 RMB per unit, quarterly return, cash",,814.0,nan
655,2022-09-02,9,Western medicine,Zhengzhou Linzhanshan Community Network,Cefixime Granules,50mg*12 Bags,Box,50.0,25.0,1250.0,"Chengdu Better Pharmaceutical Co., Ltd.",Negotiation Table,10200607.0,2020.05.07,Cheng Yuanli,17337680138.0,nan,Cefixime Granules,50mg*12 Bags,"Chengdu Better (Note: ""倍特"" is translated as ""Better"" based on common transliteration practices for company names)",Guokong,25.0,nan,Cash return monthly return 33.7%,0.337,946.0,nan
656,2022-09-02,9,Western medicine,Zhengzhou Linzhanshan Community Network,Yiqi Hawei Capsules,0.5g*12 tablets*3 strips,Box,60.0,45.11,2706.6,"Hefei Liff Pharmaceutical Co., Ltd.",Negotiation Table,10200607.0,2020.05.07,Liu Jia,18838085722.0,nan,Yiqi Hawei Capsules,0.5g¡Á36S,Hefei Lubei,China Resources,45.11,10 boxes/month,"Cash quarterly return, 5 yuan per box",,1244.0,nan
657,2022-09-02,9,Western medicine,Zhengzhou Linzhanshan Community Network,Yin Dan Xinnao Tong Soft Capsules,0.4g*12粒*3板,Box,50.0,29.75,1487.5,"Guizhou Baibing Enterprise Group Pharmaceutical Co., Ltd.",Negotiation Table,10100091.0,2019.06.10,Liu Jia,18838085722.0,18838085722,Yin Dan Xinnao Tong Soft Capsules,0.4g¡Á36S,Guizhou Bailing,China Resources,29.8,490 boxes/month,"Cash quarterly return, 4 yuan per box",,1249.0,nan
658,2022-09-02,9,Western medicine,Zhengzhou Linzhanshan Community Network,Yin Dan Xinnao Tong Soft Capsules,0.4g*12粒*3板,Box,50.0,29.75,1487.5,"Guizhou Baibing Enterprise Group Pharmaceutical Co., Ltd.",Negotiation Table,10100091.0,2019.06.10,Liu Jia,18838085722.0,18838085722,Yin Dan Xinnao Tong Soft Capsules,0.4g¡Á36S,Guizhou Bailing,China Resources,29.8,490 boxes/month,"Cash quarterly return, 4 yuan per box",,1249.0,nan
659,2022-09-02 10:03:37.0,9,Western medicine,Zhengzhou Software Network Company,Baohe Pills,240 pills (3g of raw herbal medicine/8 pills),Bottle,10.0,26.06,260.6,"Zhongjing Wanyi Pharmaceutical Co., Ltd.",Negotiation Table,10100091.0,2020.08.10,Yang Xubin,13733159829.0,nan,Baohe Pills,240 grains,Wanxi,"China Resources, Hengyuan",25.8,nan,Cash monthly return 10%,0.1,82.0,nan
660,2022-09-02 10:40:16.0,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Baohe Pills,240 pills (3g of raw herbal medicine/8 pills),Bottle,30.0,26.06,781.8,"Zhongjing Wanyi Pharmaceutical Co., Ltd.",Negotiation Table,10100091.0,2020.08.10,Yang Xubin,13733159829.0,nan,Baohe Pills,240 grains,Wanxi,"China Resources, Hengyuan",25.8,nan,Cash monthly return 10%,0.1,82.0,nan
661,2022-09-02 10:45:25.0,9,Western medicine,Zhengzhou Linzhanshan Community Network,Jianpi Pills,240 pills (3g of raw herbal medicine/8 pills) (concentrated pills),Bottle,20.0,25.8,516.0,"Zhongjing Wanyi Pharmaceutical Co., Ltd.",Negotiation Table,10100091.0,2020.08.10,Yang Xubin,13733159829.0,nan,Jianpi Pills,240 grains,Wanxi,"China Resources, Hengyuan",25.8,nan,Cash monthly return 10%,0.1,464.0,nan
662,2022-09-02 10:57:04.0,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Atorvastatin Calcium Tablets,10mg*90 tablets*1 bottle (film-coated),Box,33.0,16.2,534.6,"Qilu Pharmaceutical (Hainan) Co., Ltd.",Negotiation Table,10100091.0,2020.03.13,You Junying,13938555051.0,nan,Atorvastatin Calcium Tablets,10mg*7 tablets,Qilu Pharmaceutical,China National Pharmaceutical Group,23.31,nan,0.36,0.36,,nan
663,2022-09-02 10:57:04.0,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Atorvastatin Calcium Tablets,10mg*90 tablets*1 bottle (film-coated),Box,17.0,16.2,275.4,"Qilu Pharmaceutical (Hainan) Co., Ltd.",Negotiation Table,10100091.0,2020.03.13,You Junying,13938555051.0,nan,Atorvastatin Calcium Tablets,10mg*7 tablets,Qilu Pharmaceutical,China National Pharmaceutical Group,23.31,nan,0.36,0.36,,nan
664,2022-09-02 12:21:56.0,9,Western medicine,Zhengzhou Software Network Company,Triamcinolone Acetonide Nasal Spray,12ml:240 presses,Bottle,50.0,33.05,1652.5,"Nanjing Xingyin Pharmaceutical Group Co., Ltd.",Negotiation Table,10100091.0,2020.11.10,Song Yanjun,18736055859.0,nan,Triamcinolone Acetonide Nasal Spray,12ml*240掀,Nanjing Xingyin Pharmaceutical,"State Control, CRHC",33.05,nan,"Cash, 15%",0.15,,nan
665,2022-09-02 13:55:30.0,9,Western medicine,Zhengzhou Software Network Company,Huyan Granules,6g (3g/1g of herbal slices)*6 bags (sugar-free),Box,35.0,60.0,2100.0,"Shenwei Pharmaceutical Group Co., Ltd.",Negotiation Table,10100091.0,2020.12.08,Zhang Guowang,,Zhang Wang: 13460356003,Huyan Granules,6g*6 bags,"Shenwei Pharmaceutical Group Co., Ltd.","State Control, CRHC",60.0,nan,"Cash monthly return 23%, starting from June 2022, bonuses will be collected at 15%, no clinical.",0.15,1670.0,nan
666,2022-09-02 13:55:30.0,9,Western medicine,Zhengzhou Software Network Company,Huyan Granules,6g (3g/1g of herbal slices)*6 bags (sugar-free),Box,15.0,60.0,900.0,"Shenwei Pharmaceutical Group Co., Ltd.",Negotiation Table,10100091.0,2020.12.08,Zhang Guowang,,Zhang Wang: 13460356003,Huyan Granules,6g*6 bags,"Shenwei Pharmaceutical Group Co., Ltd.","State Control, CRHC",60.0,nan,"Cash monthly return 23%, starting from June 2022, bonuses will be collected at 15%, no clinical.",0.15,1670.0,nan
667,2022-09-02 14:05:02.0,9,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Si Mo Tang Oral Liquid,10ml*10 vials,Box,120.0,20.05,2406.0,"Hunan Hansen Pharmaceutical Co., Ltd.",Negotiation Table,10100135.0,2019.12.25,Zhang Ming,13137367037.0,Responsible for the community,Si Mo Tang Oral Liquid,10ml*10 vials,Hunan Hansen,"China Resources, National Control, Guohua",20.17,nan,"Community, monthly return, cash, 1 yuan per box, starting from November",,899.0,nan
668,2022-09-02 14:05:02.0,9,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Progesterone Capsules,50mg*10 tablets*2 strips,Box,40.0,26.63,1065.2,"Zhejiang Xianju Pharmaceutical Co., Ltd.",Negotiation Table,10100135.0,2019.06.25,Pu Bojun,18595678999.0,nan,Progesterone Capsules,50mg*20s,Zhejiang Xianju,"State Control, CRHC",27.66,Small quantity,"Rebate supply price 34%, invoice discount, quarterly rebate",0.34,429.0,nan
669,2022-09-02 14:05:02.0,9,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Shennong Pain Relief Plaster,(10cm*14cm)*10 pieces*1 bag,Box,50.0,51.4,2570.0,"Guangdong Zhanjiang Jimin Pharmaceutical Co., Ltd.",Negotiation Table,10100135.0,2020.06.01,Zhong Xiu Chun,13903812048.0,nan,Shennong Pain Relief Plaster,10cm*14cm*10 pieces*1 bag,"Guangdong Zhanjiang Jimin Pharmaceutical Co., Ltd.",China Resources,51.4,nan,"Cash, monthly return, 20%",0.2,1610.0,nan
670,2022-09-02 14:05:02.0,9,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Compound Xueshuantong Capsules,0.5g*30 tablets,Box,48.0,20.55,986.4,"Guangdong Zhongsheng Pharmaceutical Co., Ltd.",Negotiation Table,10100135.0,2019.07.08,Li Kunlun,15225110649.0,Zhang Ji: 15938797039,Compound Xueshuantong Capsules,0.5g*10 tablets*10 strips,Guangdong Zhongsheng,Guokong,21.78,442 boxes/month,"A rebate of 12% per box based on the listed price will be returned in cash, primarily based on distribution channels.",0.12,331.0,nan
671,2022-09-02 14:06:14.0,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Yimucao Paste,125g*1 bottle,Box,50.0,28.0,1400.0,"Guangzhou Xiaoqiling Pharmaceutical Co., Ltd.",Negotiation Table,10100135.0,2020.11.25,Sun Xiaowen,18203662024.0,nan,Yimucao Paste,125g,Xiao Qiling,Guokong,28.0,nan,"Cash monthly return 38%, clinical 4 yuan",0.38,,nan
672,2022-09-02 14:06:14.0,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Huyan Granules,6g (3g/1g of herbal slices)*6 bags (sugar-free),Box,5.0,60.0,300.0,"Shenwei Pharmaceutical Group Co., Ltd.",Negotiation Table,10100135.0,2020.12.08,Zhang Guowang,,Zhang Wang: 13460356003,Huyan Granules,6g*6 bags,"Shenwei Pharmaceutical Group Co., Ltd.","State Control, CRHC",60.0,nan,"Cash monthly return 23%, starting from June 2022, bonuses will be collected at 15%, no clinical.",0.15,1670.0,nan
673,2022-09-02 14:06:14.0,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Anti-Cold Granules,5g*12 bags (Children's Pack),Box,25.0,15.2,380.0,"Sichuan Heyaosheng Panxi Pharmaceutical Co., Ltd.",Negotiation Table,10100135.0,2019.07.08,Wu Xupeng,13333855544.0,nan,Anti-Cold Granules,5g*12 bags,Sichuan Good Doctor,Guokong,15.2,397 boxes/month,"14% of the listed price per box will be refunded, invoice discount, next month",0.14,522.0,nan
674,2022-09-02 14:06:14.0,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Anti-Cold Granules,5g*12 bags (Children's Pack),Box,25.0,15.2,380.0,"Sichuan Heyaosheng Panxi Pharmaceutical Co., Ltd.",Negotiation Table,10100135.0,2019.07.08,Wu Xupeng,13333855544.0,nan,Anti-Cold Granules,5g*12 bags,Sichuan Good Doctor,Guokong,15.2,397 boxes/month,"14% of the listed price per box will be refunded, invoice discount, next month",0.14,522.0,nan
675,2022-09-02 15:01:48.0,9,Western medicine,Zhengzhou Software Network Company,Butorphanol Tartrate Injection,1ml:1mg,piece,200.0,36.52,7304.0,"Jiangsu Hengrui Medicine Co., Ltd.",Negotiation Table,10100135.0,2019.09.16,Sun Junxian,17761669311.0,Wang Fei: 15565056165,Butorphanol Tartrate Injection,1ml:1mg,Jiangsu Hengrui,Guokong,36.52,"Starting from August 2021, 6%","Monthly cash return, invoice discount, 12% of the listed price, from March 1, 2021, Zhao Changxing provides a 12% invoice discount.",0.06,1436.0,nan
676,2022-09-02 15:01:48.0,9,Western medicine,Zhengzhou Software Network Company,Butorphanol Tartrate Injection,1ml:1mg,piece,200.0,36.52,7304.0,"Jiangsu Hengrui Medicine Co., Ltd.",Negotiation Table,10100135.0,2020.04.22,Sun Junxian,17761669311.0,Wang Fei: 15565056165,Butorphanol Tartrate Injection,2ml*4mg,Jiangsu Hengrui,Guokong,105.21,"Starting from August 2021, 6%","Monthly cash return, invoice discount 12%, from March 1, 2021, Zhao Changxing provides a 12% invoice discount.",0.06,1563.0,nan
677,2022-09-02 15:29:10.0,9,Western medicine,Zhengzhou Software Network Company,Anti-Cold Granules,5g*12 bags (Children's Pack),Box,100.0,15.2,1520.0,"Sichuan Heyaosheng Panxi Pharmaceutical Co., Ltd.",Negotiation Table,10100135.0,2019.07.08,Wu Xupeng,13333855544.0,nan,Anti-Cold Granules,5g*12 bags,Sichuan Good Doctor,Guokong,15.2,397 boxes/month,"14% of the listed price per box will be refunded, invoice discount, next month",0.14,522.0,nan
678,2022-09-02 15:29:10.0,9,Western medicine,Zhengzhou Software Network Company,Luo Hong Mu Yin Jiao Nang,150mg * 12 tablets * 1 strip,Box,40.0,20.42,816.8,"Yangzijiang Pharmaceutical Group Co., Ltd.",Negotiation Table,10200328.0,2020.08.17,Luan Pingshan,13773370925.0,Community Zhang Qingfeng: 15896565560,Luo Hong Mu Yin Jiao Nang,150mg*12,Yangzijiang Pharmaceutical Group,"State Control, CRHC",19.61,nan,Cash monthly return 10%,0.1,1539.0,nan
679,2022-09-02 16:09:02.0,9,Western medicine,Zhengzhou Meifang Road Community Network,Atorvastatin Calcium Tablets,20mg*7 tablets*1 strip (film-coated),Box,320.0,42.77,13686.4,"Pfizer Pharmaceutical Co., Ltd.",Negotiation Table,10200113.0,2021.07.08,Shen Xiaohuan,15890192897.0,nan,Atorvastatin Calcium Tablets,20mg*7 tablets per box,"Pfizer Pharmaceutical Co., Ltd.",China Resources,35.21,nan,"6% invoice discount, starting from 2021.09.01",0.06,,nan
680,2022-09-02 16:14:37.0,9,Western medicine,Zhengzhou Linzhanshan Community Network,Huoxiang Zhengqi Soft Capsules,0.45g*12粒*2板,Box,30.0,17.0,510.0,"Shenwei Pharmaceutical Group Co., Ltd.",Negotiation Table,10200113.0,2020.12.08,Zhang Guowang,,Zhang Wang: 13460356003,Huoxiang Zhengqi Soft Capsules,0.45g*48s,"Shenwei Pharmaceutical Group Co., Ltd.","State Control, CRHC",36.0,nan,"Cash monthly return 21.25%, 5 yuan per box returned in July 2021",,,nan
681,2022-09-02 16:14:37.0,9,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Huoxiang Zhengqi Soft Capsules,0.45g*12粒*2板,Box,20.0,17.0,340.0,"Shenwei Pharmaceutical Group Co., Ltd.",Negotiation Table,10200113.0,2020.12.08,Zhang Guowang,,Zhang Wang: 13460356003,Huoxiang Zhengqi Soft Capsules,0.45g*48s,"Shenwei Pharmaceutical Group Co., Ltd.","State Control, CRHC",36.0,nan,"Cash monthly return 21.25%, 5 yuan per box returned in July 2021",,,nan
682,2022-09-02 16:28:10.0,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Atorvastatin Calcium Tablets,20mg*7 tablets*1 strip (film-coated),Box,50.0,42.77,2138.5,"Pfizer Pharmaceutical Co., Ltd.",Negotiation Table,10200113.0,2021.07.08,Shen Xiaohuan,15890192897.0,nan,Atorvastatin Calcium Tablets,20mg*7 tablets per box,"Pfizer Pharmaceutical Co., Ltd.",China Resources,35.21,nan,"6% invoice discount, starting from 2021.09.01",0.06,,nan
683,2022-09-02 16:35:17.0,9,Western medicine,Zhengzhou Meifang Road Community Network,Luo Hong Mu Yin Jiao Nang,150mg * 12 tablets * 1 strip,Box,400.0,20.42,8168.0,"Yangzijiang Pharmaceutical Group Co., Ltd.",Negotiation Table,10200328.0,2020.08.17,Luan Pingshan,13773370925.0,Community Zhang Qingfeng: 15896565560,Luo Hong Mu Yin Jiao Nang,150mg*12,Yangzijiang Pharmaceutical Group,"State Control, CRHC",19.61,nan,Cash monthly return 10%,0.1,1539.0,nan
